AnimalID,DateTime_Intake,FoundLocation,IntakeType,IntakeCondition,AnimalType_Intake,SexuponIntake,AgeuponIntake,Breed_Intake,Color_Intake,DateTime_Outcome,DateofBirth,SexuponOutcome,AgeuponOutcome,binary_outcome,percent,Health_condition,SexOutcome,WildMammalsOrNot,DaysInShelter
A801051,7,Austin,Stray,Normal,Cat,Intact Female,43,Domestic Cat Breed,Pattern,10,6,Spayed Female,121,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A691399,11,Austin,Stray,Normal,Dog,Intact Female,730,Terrier Dog Breed,Pattern,11,11,Spayed Female,734,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A795934,5,Austin,Stray,Normal,Cat,Intact Female,30,Domestic Cat Breed,Bi color,11,4,Intact Female,192,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A706306,6,Austin,Stray,Injured,Cat,Intact Female,83,Domestic Cat Breed,Pattern,7,4,Intact Female,88,0.0,0.15552099533437014,Unhealthy,Intact,Not Wild Mammals,more than 3 days
A711401,9,Austin,Owner Surrender,Nursing,Dog,Intact Female,62,Toy Breed,Bi color,9,7,Spayed Female,64,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A806604,10,Creedmoor,Stray,Normal,Cat,Intact Female,273,Domestic Cat Breed,Pattern,10,1,Intact Female,277,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A745484,3,Austin,Stray,Normal,Cat,Unknown,6,Domestic Cat Breed,Pattern,3,3,Unknown,6,0.0,0.38314176245210724,Healthy,Unknown,Not Wild Mammals,0-1 days
A703942,5,Austin,Stray,Normal,Dog,Intact Female,365,Hound Dong Breed,Pattern,6,5,Spayed Female,369,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A710369,8,Austin,Stray,Normal,Dog,Intact Female,61,Working Dog Breed,Red series,8,6,Spayed Female,62,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A720719,2,Travis,Public Assist,Normal,Bird,Intact Male,365,Chicken,Bi color,3,2,Intact Male,388,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A709277,8,Austin,Stray,Normal,Cat,Intact Male,92,Domestic Cat Breed,Pattern,8,5,Intact Male,102,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A763671,12,Austin,Owner Surrender,Normal,Dog,Neutered Male,1522,Retriever Dog Breed,Brown series,12,10,Neutered Male,1530,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A766636,2,Del Valle,Owner Surrender,Normal,Cat,Intact Female,92,Domestic Cat Breed,Pattern,2,11,Spayed Female,96,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A733116,8,Austin,Stray,Normal,Cat,Intact Male,92,Domestic Cat Breed,Pattern,11,5,Neutered Male,182,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A790914,3,Austin,Owner Surrender,Normal,Dog,Intact Female,1461,Working Dog Breed,Pattern,4,3,Spayed Female,1501,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A725855,5,Manor,Stray,Normal,Dog,Intact Female,731,Working Dog Breed,Pattern,6,5,Spayed Female,783,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A476706,1,Austin,Owner Surrender,Normal,Dog,Neutered Male,3056,Working Dog Breed,Bi color,1,8,Neutered Male,3062,1.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A776777,7,Travis,Stray,Nursing,Dog,Unknown,1,Working Dog Breed,Black,7,7,Unknown,12,0.0,0.15552099533437014,Healthy,Unknown,Not Wild Mammals,more than 3 days
A790207,5,Austin,Owner Surrender,Normal,Cat,Neutered Male,1882,Domestic Cat Breed,Black,5,3,Neutered Male,1885,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A698664,3,Austin,Owner Surrender,Normal,Dog,Intact Male,730,Toy Breed,Bi color,3,3,Neutered Male,734,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A692239,11,Austin,Stray,Normal,Cat,Spayed Female,1826,Domestic Cat Breed,Pattern,11,11,Spayed Female,1826,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A713916,10,Austin,Stray,Injured,Dog,Intact Female,1461,Toy Breed,Bi color,10,10,Spayed Female,1471,0.0,0.15552099533437014,Unhealthy,Sterilized,Not Wild Mammals,more than 3 days
A717912,12,Travis,Stray,Normal,Dog,Intact Male,61,Retriever Dog Breed,Brown series,12,10,Neutered Male,66,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A795202,5,Austin,Stray,Normal,Dog,Intact Male,242,Working Dog Breed,Bi color,5,9,Neutered Male,250,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A685986,8,Austin,Stray,Normal,Dog,Intact Male,3287,Terrier Dog Breed,White,8,8,Intact Male,3291,1.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A692124,11,Austin,Stray,Normal,Dog,Intact Male,365,Working Dog Breed,Bi color,11,11,Neutered Male,379,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A780786,9,Austin,Owner Surrender,Normal,Dog,Neutered Male,2363,Terrier Dog Breed,Pattern,9,4,Neutered Male,2365,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A763564,12,Austin,Owner Surrender,Normal,Dog,Intact Female,61,Toy Breed,Bi color,12,10,Spayed Female,63,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A772538,5,Austin,Stray,Normal,Cat,Intact Male,39,Domestic Cat Breed,Pattern,6,4,Neutered Male,73,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A740378,12,Austin,Stray,Normal,Dog,Intact Female,168,Retriever Dog Breed,Black,12,7,Spayed Female,172,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A671024,1,Austin,Stray,Sick,Cat,Intact Female,365,Domestic Cat Breed,Bi color,1,1,Intact Female,365,1.0,0.38314176245210724,Unhealthy,Intact,Not Wild Mammals,0-1 days
A801521,8,Austin,Stray,Nursing,Cat,Intact Female,6,Domestic Cat Breed,Bi color,8,7,Intact Female,6,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A681826,6,Austin,Owner Surrender,Injured,Dog,Spayed Female,730,Herding Dog Breed,Bi color,9,6,Spayed Female,813,0.0,0.15552099533437014,Unhealthy,Sterilized,Not Wild Mammals,more than 3 days
A732732,8,Austin,Public Assist,Sick,Cat,Intact Female,367,Shorthair Cat Breed,Pattern,8,8,Intact Female,368,0.0,0.38314176245210724,Unhealthy,Intact,Not Wild Mammals,0-1 days
A737416,10,Austin,Stray,Normal,Dog,Intact Male,76,Working Dog Breed,Bi color,10,8,Intact Male,76,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A677019,4,Austin,Stray,Normal,Dog,Neutered Male,364,Herding Dog Breed,Bi color,4,4,Neutered Male,365,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A808876,11,Austin,Stray,Normal,Dog,Intact Female,153,Retriever Dog Breed,Bi color,11,6,Spayed Female,157,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A718025,12,Austin,Stray,Normal,Cat,Intact Male,76,Domestic Cat Breed,Blue series,1,10,Neutered Male,90,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A706844,7,Austin,Stray,Nursing,Dog,Intact Male,0,Toy Breed,Pattern,8,7,Neutered Male,56,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A780273,9,Austin,Stray,Normal,Cat,Intact Female,13,Domestic Cat Breed,Pattern,12,8,Spayed Female,118,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A789848,2,Austin,Owner Surrender,Normal,Dog,Spayed Female,306,Working Dog Breed,Bi color,3,4,Spayed Female,312,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A704201,6,Austin,Stray,Sick,Cat,Intact Female,2922,Domestic Cat Breed,Pattern,6,6,Intact Female,2922,1.0,0.38314176245210724,Unhealthy,Intact,Not Wild Mammals,0-1 days
A716820,11,Manor,Stray,Normal,Dog,Intact Female,76,Retriever Dog Breed,Red series,12,9,Spayed Female,82,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A801260,8,Austin,Stray,Normal,Cat,Intact Female,57,Longhair Cat Breed,Pattern,8,6,Spayed Female,62,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A775263,6,Austin,Stray,Normal,Cat,Intact Female,31,Domestic Cat Breed,Pattern,6,5,Intact Female,33,0.0,1.1363636363636365,Healthy,Intact,Not Wild Mammals,2-3 days
A688690,9,Austin,Stray,Sick,Dog,Intact Female,2557,Hound Dong Breed,Bi color,9,9,Spayed Female,2561,0.0,0.15552099533437014,Unhealthy,Sterilized,Not Wild Mammals,more than 3 days
A758484,9,Austin,Owner Surrender,Normal,Dog,Neutered Male,1096,Herding Dog Breed,Bi color,10,9,Neutered Male,1493,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A702199,5,Austin,Stray,Normal,Dog,Intact Male,72,Working Dog Breed,Pattern,5,2,Neutered Male,76,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A794956,5,Austin,Stray,Nursing,Cat,Intact Female,365,Domestic Cat Breed,Blue series,5,5,Intact Female,374,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A735480,9,Austin,Stray,Normal,Dog,Intact Female,731,Retriever Dog Breed,Black,10,9,Intact Female,747,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A718663,1,Austin,Public Assist,Normal,Other,Unknown,365,Reptilia,Brown series,1,1,Unknown,373,0.0,0.15552099533437014,Healthy,Unknown,Not Wild Mammals,more than 3 days
A739417,12,Austin,Stray,Normal,Dog,Intact Male,45,Hound Dong Breed,Brown series,12,10,Neutered Male,63,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A598004,11,Austin,Stray,Normal,Dog,Spayed Female,2130,Toy Breed,Bi color,11,1,Spayed Female,2131,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A806750,10,Austin,Stray,Normal,Dog,Intact Female,180,Working Dog Breed,Bi color,10,4,Spayed Female,187,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A719428,3,Austin,Public Assist,Normal,Dog,Intact Female,1141,Toy Breed,Bi color,3,1,Intact Female,1150,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A702877,5,Austin,Stray,Injured,Dog,Intact Female,61,Retriever Dog Breed,Bi color,5,3,Intact Female,72,0.0,0.15552099533437014,Unhealthy,Intact,Not Wild Mammals,more than 3 days
A675990,4,Austin,Stray,Normal,Dog,Spayed Female,2557,Working Dog Breed,Pattern,4,4,Spayed Female,2558,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A667383,11,Austin,Stray,Normal,Dog,Intact Male,76,Terrier Dog Breed,Bi color,11,9,Neutered Male,82,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A621360,9,Manor,Owner Surrender,Normal,Dog,Neutered Male,3477,Terrier Dog Breed,Pattern,9,3,Neutered Male,3488,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A681241,6,Austin,Stray,Normal,Cat,Intact Male,53,Shorthair Cat Breed,Pattern,6,4,Neutered Male,69,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A706024,6,Lakeway,Stray,Normal,Cat,Intact Male,50,Domestic Cat Breed,Pattern,7,5,Neutered Male,61,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A797573,6,Pflugerville,Owner Surrender,Normal,Dog,Neutered Male,377,Toy Breed,Pattern,7,6,Neutered Male,391,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A703777,5,Austin,Stray,Normal,Cat,Intact Female,37,Domestic Cat Breed,Black,3,4,Spayed Female,325,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A713174,10,Austin,Stray,Normal,Cat,Intact Female,365,Domestic Cat Breed,Black,10,10,Intact Female,366,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A669792,12,Austin,Stray,Normal,Cat,Intact Female,365,Domestic Cat Breed,Pattern,12,12,Intact Female,366,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A752502,6,Austin,Stray,Normal,Cat,Intact Female,68,Domestic Cat Breed,Bi color,7,4,Spayed Female,81,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A775420,6,Austin,Stray,Normal,Cat,Intact Male,1096,Domestic Cat Breed,Pattern,7,6,Intact Male,1099,0.0,1.1363636363636365,Healthy,Intact,Not Wild Mammals,2-3 days
A684586,7,Austin,Stray,Normal,Dog,Intact Male,61,Working Dog Breed,Bi color,7,5,Neutered Male,65,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A705001,6,Travis,Stray,Normal,Dog,Intact Male,1826,Terrier Dog Breed,White,6,6,Intact Male,1842,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A794080,5,Austin,Stray,Normal,Cat,Unknown,15,Domestic Cat Breed,Pattern,5,4,Unknown,15,0.0,0.38314176245210724,Healthy,Unknown,Not Wild Mammals,0-1 days
A805360,9,Austin,Stray,Normal,Cat,Intact Male,730,Domestic Cat Breed,Pattern,9,9,Intact Male,734,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A695243,1,Austin,Stray,Normal,Dog,Intact Male,56,Retriever Dog Breed,Bi color,1,11,Neutered Male,62,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A793358,4,Austin,Stray,Normal,Cat,Intact Female,39,Domestic Cat Breed,Pattern,4,3,Intact Female,40,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A718074,12,Travis,Stray,Normal,Dog,Intact Female,548,Retriever Dog Breed,Bi color,12,6,Spayed Female,554,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A807113,10,Austin,Wildlife,Sick,Other,Unknown,730,Bat,Bi color,10,10,Unknown,732,1.0,1.1363636363636365,Unhealthy,Unknown,Wild Mammals,2-3 days
A765993,1,Austin,Stray,Normal,Dog,Intact Male,365,Retriever Dog Breed,Gold series,2,1,Neutered Male,370,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A803415,8,Austin,Stray,Normal,Dog,Intact Female,365,Toy Breed,Bi color,9,8,Spayed Female,372,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A703079,5,Austin,Stray,Normal,Cat,Intact Male,22,Domestic Cat Breed,Blue series,5,4,Intact Male,22,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A782374,10,Austin,Stray,Normal,Cat,Intact Male,30,Domestic Cat Breed,Pattern,12,9,Neutered Male,98,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A796584,6,Travis,Stray,Normal,Dog,Intact Female,730,Terrier Dog Breed,Bi color,6,6,Intact Female,732,0.0,1.1363636363636365,Healthy,Intact,Not Wild Mammals,2-3 days
A777614,7,Austin,Owner Surrender,Normal,Cat,Intact Male,122,Domestic Cat Breed,Pattern,8,3,Neutered Male,126,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A712143,9,Austin,Public Assist,Normal,Dog,Spayed Female,5112,Toy Breed,Bi color,9,9,Spayed Female,5121,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A734636,9,Austin,Stray,Normal,Dog,Intact Male,731,Hound Dong Breed,Bi color,10,9,Neutered Male,752,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A807754,10,Austin,Stray,Normal,Dog,Intact Female,152,Terrier Dog Breed,Bi color,11,5,Spayed Female,156,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A761076,10,Austin,Stray,Normal,Cat,Intact Female,61,Domestic Cat Breed,Pattern,11,8,Spayed Female,68,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A684628,9,Austin,Owner Surrender,Normal,Dog,Neutered Male,411,Hound Dong Breed,Pattern,9,7,Neutered Male,414,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A761373,11,Austin,Stray,Normal,Cat,Intact Male,61,Domestic Cat Breed,Pattern,11,9,Neutered Male,65,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A717421,12,Austin,Owner Surrender,Normal,Dog,Spayed Female,365,Terrier Dog Breed,Bi color,12,12,Spayed Female,366,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A680955,6,Austin,Owner Surrender,Normal,Dog,Spayed Female,736,Retriever Dog Breed,Brown series,7,6,Spayed Female,759,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A747648,4,Austin,Stray,Normal,Dog,Intact Female,74,Terrier Dog Breed,Bi color,4,2,Intact Female,74,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A795684,9,Austin,Owner Surrender,Normal,Dog,Spayed Female,2879,Terrier Dog Breed,White,12,11,Spayed Female,2961,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A666090,10,Austin,Stray,Normal,Cat,Intact Female,1096,Domestic Cat Breed,Pattern,12,10,Spayed Female,1136,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A765734,1,Austin,Owner Surrender,Normal,Dog,Intact Male,457,Toy Breed,Bi color,1,10,Neutered Male,461,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A681910,6,Austin,Stray,Normal,Dog,Intact Male,1096,Working Dog Breed,Bi color,6,6,Intact Male,1101,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A722894,3,Austin,Wildlife,Normal,Other,Unknown,182,Bat,Brown series,3,9,Unknown,182,1.0,0.38314176245210724,Healthy,Unknown,Wild Mammals,0-1 days
A801516,8,Austin,Stray,Nursing,Cat,Unknown,9,Domestic Cat Breed,Bi color,8,7,Unknown,9,0.0,0.38314176245210724,Healthy,Unknown,Not Wild Mammals,0-1 days
A773502,6,Austin,Stray,Normal,Cat,Unknown,15,Domestic Cat Breed,Pattern,6,5,Unknown,15,0.0,0.38314176245210724,Healthy,Unknown,Not Wild Mammals,0-1 days
A745960,3,Austin,Stray,Injured,Cat,Neutered Male,365,Domestic Cat Breed,Pattern,3,3,Neutered Male,365,0.0,0.38314176245210724,Unhealthy,Sterilized,Not Wild Mammals,0-1 days
A687061,9,Austin,Owner Surrender,Normal,Dog,Spayed Female,108,Terrier Dog Breed,Bi color,9,5,Spayed Female,111,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A683580,7,Austin,Stray,Normal,Dog,Neutered Male,730,Toy Breed,Bi color,7,7,Neutered Male,730,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A794635,5,Austin,Stray,Normal,Dog,Neutered Male,730,Working Dog Breed,Black,5,5,Neutered Male,742,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A751867,6,Travis,Stray,Injured,Dog,Intact Female,1978,Herding Dog Breed,Pattern,6,1,Intact Female,1982,1.0,0.15552099533437014,Unhealthy,Intact,Not Wild Mammals,more than 3 days
A734588,9,Austin,Stray,Normal,Dog,Intact Male,153,Hound Dong Breed,Bi color,9,4,Neutered Male,157,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A680910,6,Austin,Owner Surrender,Normal,Cat,Spayed Female,1461,Domestic Cat Breed,Pattern,10,6,Spayed Female,1578,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A684000,7,Austin,Stray,Normal,Cat,Unknown,9,Shorthair Cat Breed,Pattern,7,7,Unknown,9,0.0,0.38314176245210724,Healthy,Unknown,Not Wild Mammals,0-1 days
A694743,1,Austin,Owner Surrender,Normal,Cat,Neutered Male,5113,Domestic Cat Breed,Pattern,1,1,Neutered Male,5136,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A695674,1,Austin,Owner Surrender,Normal,Dog,Neutered Male,1461,Working Dog Breed,Bi color,1,1,Neutered Male,1464,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A671256,1,Austin,Stray,Normal,Dog,Intact Male,731,Toy Breed,Bi color,2,1,Intact Male,754,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A738047,11,Travis,Stray,Normal,Cat,Unknown,7,Domestic Cat Breed,Black,11,11,Unknown,7,0.0,0.38314176245210724,Healthy,Unknown,Not Wild Mammals,0-1 days
A711765,9,Austin,Stray,Normal,Dog,Spayed Female,5477,Working Dog Breed,Bi color,9,9,Spayed Female,5478,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A748159,4,Austin,Stray,Normal,Cat,Intact Male,31,Domestic Cat Breed,Bi color,7,3,Neutered Male,103,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A809782,12,Austin,Owner Surrender,Normal,Dog,Neutered Male,518,Working Dog Breed,Gold series,12,7,Neutered Male,518,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A785408,12,Pflugerville,Stray,Injured,Cat,Intact Female,91,Domestic Cat Breed,Pattern,12,9,Spayed Female,106,0.0,0.15552099533437014,Unhealthy,Sterilized,Not Wild Mammals,more than 3 days
A733705,9,Austin,Stray,Normal,Dog,Spayed Female,743,Terrier Dog Breed,Pattern,9,8,Spayed Female,744,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A669579,12,Austin,Stray,Normal,Cat,Spayed Female,731,Domestic Cat Breed,Bi color,12,12,Spayed Female,738,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A744353,2,Austin,Stray,Normal,Dog,Intact Male,123,Toy Breed,Bi color,3,10,Neutered Male,129,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A757693,9,Outside Jurisdiction,Public Assist,Normal,Dog,Neutered Male,1096,Herding Dog Breed,Bi color,9,9,Neutered Male,1109,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A683339,7,Austin,Stray,Normal,Dog,Intact Female,1461,Toy Breed,Bi color,7,7,Spayed Female,1466,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A778044,8,Austin,Public Assist,Normal,Dog,Intact Female,1097,Working Dog Breed,Bi color,8,8,Intact Female,1102,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A691880,11,Austin,Stray,Normal,Dog,Intact Male,53,Terrier Dog Breed,Pattern,11,9,Intact Male,54,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A693189,12,Austin,Stray,Normal,Cat,Intact Male,106,Domestic Cat Breed,Pattern,12,8,Neutered Male,110,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A690688,10,Austin,Stray,Sick,Dog,Intact Male,92,Toy Breed,Bi color,10,7,Intact Male,92,0.0,0.38314176245210724,Unhealthy,Intact,Not Wild Mammals,0-1 days
A684237,7,Travis,Stray,Normal,Cat,Intact Male,30,Domestic Cat Breed,Pattern,8,6,Intact Male,48,1.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A804726,10,Travis,Owner Surrender,Normal,Dog,Neutered Male,766,Retriever Dog Breed,Black,11,9,Neutered Male,781,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A710238,8,Austin,Stray,Normal,Cat,Unknown,22,Domestic Cat Breed,Pattern,8,7,Unknown,22,0.0,0.38314176245210724,Healthy,Unknown,Not Wild Mammals,0-1 days
A686843,8,Austin,Stray,Normal,Dog,Intact Female,546,Terrier Dog Breed,Bi color,11,2,Spayed Female,627,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A686227,8,Austin,Wildlife,Normal,Other,Unknown,365,Bat,Bi color,9,8,Unknown,395,1.0,0.15552099533437014,Healthy,Unknown,Wild Mammals,more than 3 days
A676294,4,Austin,Owner Surrender,Normal,Dog,Intact Female,136,Toy Breed,Brown series,4,11,Intact Female,137,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A665125,10,Austin,Stray,Normal,Cat,Intact Male,22,Domestic Cat Breed,Pattern,10,9,Intact Male,22,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A671534,3,Austin,Owner Surrender,Normal,Cat,Intact Female,421,Shorthair Cat Breed,Pattern,3,1,Spayed Female,429,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A689898,10,Austin,Stray,Normal,Cat,Unknown,365,Domestic Cat Breed,Pattern,10,10,Unknown,366,0.0,0.38314176245210724,Healthy,Unknown,Not Wild Mammals,0-1 days
A664767,10,Austin,Stray,Normal,Dog,Intact Female,122,Hound Dong Breed,Pattern,11,6,Spayed Female,150,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A777804,8,Austin,Stray,Normal,Dog,Spayed Female,3646,Toy Breed,Bi color,8,8,Spayed Female,3674,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A775646,7,Del Valle,Stray,Nursing,Dog,Intact Male,1,Terrier Dog Breed,Brown series,9,7,Neutered Male,71,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A723542,4,Austin,Stray,Normal,Dog,Intact Male,305,Terrier Dog Breed,Bi color,4,6,Neutered Male,328,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A664494,10,Austin,Stray,Normal,Cat,Spayed Female,2557,Domestic Cat Breed,Pattern,10,10,Spayed Female,2565,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A699845,4,Austin,Wildlife,Sick,Other,Unknown,730,Bat,Brown series,4,4,Unknown,731,1.0,0.38314176245210724,Unhealthy,Unknown,Wild Mammals,0-1 days
A694987,1,Austin,Public Assist,Normal,Cat,Intact Female,365,Domestic Cat Breed,Black,1,1,Spayed Female,376,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A688556,9,Austin,Owner Surrender,Normal,Cat,Intact Male,70,Domestic Cat Breed,Pattern,9,7,Neutered Male,78,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
