AnimalID,DateTime_Intake,FoundLocation,IntakeType,IntakeCondition,AnimalType_Intake,SexuponIntake,AgeuponIntake,Breed_Intake,Color_Intake,DateTime_Outcome,DateofBirth,SexuponOutcome,AgeuponOutcome,binary_outcome,percent,Health_condition,SexOutcome,WildMammalsOrNot,DaysInShelter
A436250,9,Pflugerville,Stray,Normal,Dog,Spayed Female,4827,Toy Breed,Gold series,9,6,Spayed Female,4831,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A685822,8,Austin,Stray,Injured,Dog,Intact Female,1826,Terrier Dog Breed,Bi color,8,8,Intact Female,1826,1.0,0.38314176245210724,Unhealthy,Intact,Not Wild Mammals,0-1 days
A742923,1,Travis,Stray,Normal,Dog,Neutered Male,366,Working Dog Breed,Bi color,1,1,Neutered Male,367,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A715302,11,Austin,Stray,Sick,Cat,Intact Male,365,Domestic Cat Breed,Blue series,11,11,Intact Male,365,1.0,0.38314176245210724,Unhealthy,Intact,Not Wild Mammals,0-1 days
A781887,10,Austin,Stray,Normal,Cat,Unknown,273,Domestic Cat Breed,Pattern,10,1,Unknown,277,0.0,0.15552099533437014,Healthy,Unknown,Not Wild Mammals,more than 3 days
A612451,10,Austin,Stray,Normal,Dog,Neutered Male,817,Terrier Dog Breed,Brown series,10,8,Neutered Male,818,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A801227,8,Austin,Owner Surrender,Normal,Cat,Intact Female,122,Domestic Cat Breed,Pattern,8,4,Spayed Female,128,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A670247,1,Austin,Stray,Normal,Cat,Intact Male,306,Domestic Cat Breed,Pattern,1,3,Neutered Male,314,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A775589,7,Del Valle,Stray,Normal,Dog,Intact Female,242,Terrier Dog Breed,Bi color,7,11,Intact Female,248,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A709520,8,Austin,Stray,Normal,Dog,Intact Female,61,Hound Dong Breed,Bi color,8,6,Intact Female,64,0.0,1.1363636363636365,Healthy,Intact,Not Wild Mammals,2-3 days
A747078,4,Austin,Stray,Normal,Dog,Intact Male,365,Toy Breed,Bi color,4,4,Intact Male,368,0.0,1.1363636363636365,Healthy,Intact,Not Wild Mammals,2-3 days
A772131,5,Austin,Stray,Normal,Cat,Intact Male,29,Domestic Cat Breed,Pattern,6,4,Neutered Male,69,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A794563,5,Austin,Stray,Normal,Cat,Spayed Female,730,Domestic Cat Breed,Bi color,5,5,Spayed Female,734,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A671013,11,Austin,Owner Surrender,Normal,Cat,Spayed Female,5406,Domestic Cat Breed,Pattern,12,1,Spayed Female,5452,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A758618,9,Austin,Stray,Normal,Cat,Intact Female,7,Domestic Cat Breed,Pattern,9,9,Intact Female,7,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A791898,4,Austin,Public Assist,Normal,Dog,Neutered Male,732,Working Dog Breed,Bi color,4,4,Neutered Male,741,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A709720,8,Austin,Stray,Normal,Dog,Intact Male,57,Toy Breed,Black,8,6,Intact Male,58,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A665645,10,Austin,Stray,Sick,Cat,Intact Male,1096,Domestic Cat Breed,Bi color,10,10,Intact Male,1096,1.0,0.38314176245210724,Unhealthy,Intact,Not Wild Mammals,0-1 days
A798828,7,Manor,Stray,Normal,Cat,Intact Male,365,Domestic Cat Breed,Pattern,7,7,Intact Male,369,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A794071,5,Austin,Stray,Normal,Cat,Unknown,1,Domestic Cat Breed,Black,5,5,Unknown,1,0.0,0.38314176245210724,Healthy,Unknown,Not Wild Mammals,0-1 days
A734221,9,Austin,Public Assist,Normal,Dog,Intact Male,731,Terrier Dog Breed,Bi color,12,9,Neutered Male,834,1.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A583757,8,Austin,Stray,Normal,Dog,Neutered Male,3252,Retriever Dog Breed,Black,8,9,Neutered Male,3252,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A681006,6,Austin,Owner Surrender,Normal,Dog,Neutered Male,1461,Toy Breed,Bi color,6,6,Neutered Male,1465,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A690564,10,Austin,Stray,Normal,Cat,Intact Male,22,Domestic Cat Breed,Pattern,10,9,Intact Male,22,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A687749,9,Austin,Owner Surrender,Normal,Cat,Intact Male,99,Domestic Cat Breed,Pattern,9,6,Neutered Male,103,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A780434,9,Austin,Stray,Sick,Cat,Spayed Female,365,Domestic Cat Breed,Pattern,9,9,Spayed Female,366,1.0,0.38314176245210724,Unhealthy,Sterilized,Not Wild Mammals,0-1 days
A711474,9,Travis,Owner Surrender,Normal,Cat,Neutered Male,184,Domestic Cat Breed,Pattern,9,3,Neutered Male,205,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A783543,11,Austin,Stray,Nursing,Cat,Intact Female,730,Domestic Cat Breed,Black,11,11,Intact Female,749,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A812291,1,Austin,Stray,Normal,Dog,Intact Female,730,Herding Dog Breed,Pattern,1,1,Spayed Female,736,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A806288,10,Travis,Stray,Normal,Dog,Intact Female,730,Terrier Dog Breed,Bi color,12,10,Spayed Female,788,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A727265,5,Austin,Owner Surrender,Normal,Cat,Neutered Male,3288,Shorthair Cat Breed,Pattern,5,5,Neutered Male,3290,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A712849,9,Creedmoor,Stray,Normal,Dog,Intact Male,62,Retriever Dog Breed,Bi color,10,7,Neutered Male,67,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A743062,2,Austin,Stray,Normal,Dog,Intact Female,153,Working Dog Breed,Red series,2,9,Spayed Female,158,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A710763,9,Austin,Owner Surrender,Normal,Dog,Neutered Male,1469,Hound Dong Breed,Bi color,9,8,Neutered Male,1478,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A660984,5,Austin,Stray,Normal,Dog,Spayed Female,1376,Terrier Dog Breed,Bi color,5,8,Spayed Female,1382,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A683731,7,Austin,Stray,Normal,Dog,Intact Male,730,Herding Dog Breed,Bi color,12,7,Neutered Male,879,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A678817,5,Austin,Stray,Normal,Cat,Intact Female,37,Domestic Cat Breed,Pattern,6,4,Spayed Female,76,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A787812,1,Austin,Stray,Normal,Cat,Neutered Male,365,Domestic Cat Breed,Bi color,1,1,Neutered Male,366,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A788019,1,Austin,Public Assist,Normal,Dog,Spayed Female,732,Working Dog Breed,Black,1,1,Spayed Female,737,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A727667,5,Austin,Stray,Normal,Dog,Intact Male,366,Toy Breed,Bi color,5,5,Neutered Male,371,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A695483,1,Austin,Stray,Normal,Cat,Neutered Male,730,Domestic Cat Breed,Pattern,1,1,Neutered Male,734,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A775159,6,Austin,Stray,Normal,Dog,Neutered Male,270,Retriever Dog Breed,Black,6,9,Neutered Male,276,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A731408,8,Austin,Stray,Normal,Dog,Neutered Male,1125,Hound Dong Breed,Bi color,8,7,Neutered Male,1129,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A760785,10,Austin,Stray,Normal,Dog,Intact Female,2191,Working Dog Breed,Bi color,10,10,Intact Female,2194,0.0,1.1363636363636365,Healthy,Intact,Not Wild Mammals,2-3 days
A697263,10,Austin,Stray,Normal,Dog,Spayed Female,325,Terrier Dog Breed,Bi color,10,11,Spayed Female,332,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A722746,3,Austin,Wildlife,Normal,Other,Unknown,366,Bat,Bi color,3,3,Unknown,366,1.0,0.38314176245210724,Healthy,Unknown,Wild Mammals,0-1 days
A792921,4,Austin,Owner Surrender,Normal,Other,Intact Female,212,Mice predating small mammals,Pattern,4,9,Intact Female,214,0.0,1.1363636363636365,Healthy,Intact,Not Wild Mammals,2-3 days
A730232,6,Austin,Stray,Normal,Dog,Intact Female,61,Working Dog Breed,Bi color,7,4,Spayed Female,65,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A790070,3,Austin,Public Assist,Normal,Dog,Spayed Female,730,Working Dog Breed,Bi color,3,3,Spayed Female,742,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A778588,8,Austin,Stray,Normal,Cat,Intact Female,46,Domestic Cat Breed,Pattern,10,7,Spayed Female,96,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A763968,12,Austin,Stray,Normal,Cat,Intact Female,114,Domestic Cat Breed,Pattern,1,8,Spayed Female,146,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A786757,12,Austin,Public Assist,Normal,Other,Unknown,365,Bat,Brown series,1,12,Unknown,366,1.0,0.38314176245210724,Healthy,Unknown,Wild Mammals,0-1 days
A793997,5,Austin,Stray,Normal,Dog,Intact Male,273,Working Dog Breed,Bi color,5,8,Neutered Male,283,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A807223,10,Austin,Stray,Normal,Cat,Intact Female,92,Domestic Cat Breed,Pattern,10,7,Intact Female,96,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A775921,7,Austin,Stray,Normal,Dog,Intact Female,122,Working Dog Breed,Bi color,7,3,Spayed Female,132,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A790169,3,Austin,Public Assist,Normal,Other,Unknown,7670,Bat,Brown series,3,3,Unknown,7671,1.0,0.38314176245210724,Healthy,Unknown,Wild Mammals,0-1 days
A685582,8,Austin,Stray,Normal,Cat,Intact Female,22,Domestic Cat Breed,Bi color,8,7,Intact Female,22,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A777298,7,Austin,Stray,Normal,Dog,Intact Female,72,Working Dog Breed,Bi color,7,5,Spayed Female,77,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A720807,11,Austin,Stray,Normal,Dog,Spayed Female,1366,Toy Breed,Bi color,11,2,Spayed Female,1370,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A714772,10,Austin,Public Assist,Normal,Dog,Intact Male,1096,Toy Breed,White,11,10,Neutered Male,1107,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A774879,6,Austin,Stray,Normal,Cat,Intact Female,44,Domestic Cat Breed,Pattern,6,5,Intact Female,44,1.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A696052,1,Austin,Stray,Normal,Cat,Intact Female,184,Domestic Cat Breed,Pattern,1,7,Intact Female,185,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A781632,10,Austin,Stray,Normal,Dog,Spayed Female,1826,Hound Dong Breed,Bi color,12,10,Spayed Female,1903,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A678963,5,Austin,Stray,Normal,Cat,Intact Male,22,Domestic Cat Breed,Pattern,5,4,Intact Male,22,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A682210,6,Austin,Stray,Normal,Dog,Intact Male,182,Hound Dong Breed,Pattern,6,12,Neutered Male,186,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A699879,4,Austin,Stray,Normal,Dog,Intact Male,52,Terrier Dog Breed,Pattern,4,2,Intact Male,53,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A787920,1,Austin,Owner Surrender,Normal,Dog,Intact Female,1096,Terrier Dog Breed,Pattern,1,1,Intact Female,1102,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A772776,5,Austin,Stray,Normal,Cat,Spayed Female,365,Domestic Cat Breed,Pattern,5,5,Spayed Female,365,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A710846,8,Austin,Stray,Normal,Cat,Unknown,122,Domestic Cat Breed,Black,8,4,Unknown,123,0.0,0.38314176245210724,Healthy,Unknown,Not Wild Mammals,0-1 days
A778201,8,Austin,Stray,Normal,Cat,Intact Male,34,Domestic Cat Breed,Bi color,9,7,Neutered Male,81,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A685687,8,Austin,Stray,Normal,Cat,Intact Female,365,Domestic Cat Breed,Bi color,8,8,Intact Female,366,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A713205,10,Austin,Wildlife,Normal,Other,Unknown,30,Bat,Bi color,10,9,Unknown,30,1.0,0.38314176245210724,Healthy,Unknown,Wild Mammals,0-1 days
A810725,12,Austin,Public Assist,Normal,Dog,Intact Female,365,Working Dog Breed,Red series,12,12,Spayed Female,374,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A681576,6,Austin,Stray,Normal,Dog,Intact Male,36,Working Dog Breed,Bi color,7,5,Neutered Male,55,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A681824,6,Austin,Stray,Normal,Cat,Intact Male,1461,Domestic Cat Breed,Pattern,6,6,Intact Male,1462,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A706735,7,Austin,Stray,Normal,Dog,Intact Male,1826,Toy Breed,Bi color,7,7,Neutered Male,1836,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A675201,3,Austin,Wildlife,Normal,Other,Unknown,181,Bat,Brown series,3,9,Unknown,181,1.0,0.38314176245210724,Healthy,Unknown,Wild Mammals,0-1 days
A760926,10,Austin,Stray,Normal,Dog,Intact Male,365,Toy Breed,Brown series,10,10,Neutered Male,369,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A749651,5,Austin,Stray,Injured,Cat,Intact Male,30,Domestic Cat Breed,Black,5,4,Intact Male,31,1.0,0.38314176245210724,Unhealthy,Intact,Not Wild Mammals,0-1 days
A803248,8,Austin,Stray,Normal,Dog,Intact Male,122,Terrier Dog Breed,Bi color,9,4,Neutered Male,126,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A685425,8,Austin,Stray,Normal,Cat,Intact Male,15,Domestic Cat Breed,Pattern,8,7,Intact Male,15,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A591112,5,Austin,Owner Surrender,Normal,Cat,Spayed Female,3350,Domestic Cat Breed,Pattern,5,3,Spayed Female,3355,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A668322,12,Austin,Stray,Normal,Cat,Intact Female,365,Domestic Cat Breed,Pattern,12,12,Intact Female,366,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A672305,2,Austin,Stray,Normal,Cat,Spayed Female,3653,Domestic Cat Breed,Pattern,2,2,Spayed Female,3663,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A579684,8,Austin,Public Assist,Normal,Dog,Spayed Female,2206,Herding Dog Breed,Black,8,7,Spayed Female,2207,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A746364,7,Austin,Stray,Normal,Dog,Spayed Female,154,Working Dog Breed,Pattern,7,2,Spayed Female,161,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A758274,9,Austin,Stray,Normal,Dog,Intact Male,168,Retriever Dog Breed,Bi color,9,3,Neutered Male,174,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A718590,1,Austin,Stray,Normal,Cat,Spayed Female,364,Domestic Cat Breed,Pattern,1,1,Spayed Female,371,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A735681,9,Austin,Stray,Normal,Dog,Intact Male,123,Toy Breed,Black,9,5,Neutered Male,124,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A677078,4,Austin,Stray,Normal,Dog,Intact Female,2170,Working Dog Breed,Bi color,5,5,Spayed Female,2207,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A745074,3,Austin,Stray,Normal,Dog,Intact Female,43,Herding Dog Breed,Bi color,3,1,Intact Female,44,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A725616,4,Austin,Stray,Normal,Dog,Intact Male,730,Working Dog Breed,Bi color,5,5,Neutered Male,743,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A726671,5,Travis,Stray,Normal,Dog,Intact Male,22,Working Dog Breed,White,5,4,Intact Male,22,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A759730,10,Austin,Stray,Normal,Cat,Spayed Female,3650,Domestic Cat Breed,Pattern,10,10,Spayed Female,3655,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A718280,12,Austin,Stray,Normal,Dog,Intact Female,1737,Working Dog Breed,Pattern,12,3,Intact Female,1741,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A748026,5,Austin,Owner Surrender,Normal,Dog,Neutered Male,373,Working Dog Breed,White,5,5,Neutered Male,393,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A712316,9,Austin,Stray,Normal,Cat,Unknown,15,Domestic Cat Breed,Pattern,9,9,Unknown,16,0.0,0.38314176245210724,Healthy,Unknown,Not Wild Mammals,0-1 days
A706506,6,Austin,Stray,Normal,Cat,Unknown,4,Domestic Cat Breed,Black,6,6,Unknown,5,0.0,0.38314176245210724,Healthy,Unknown,Not Wild Mammals,0-1 days
A756105,8,Manor,Stray,Normal,Dog,Intact Male,40,Retriever Dog Breed,Bi color,8,7,Intact Male,43,0.0,1.1363636363636365,Healthy,Intact,Not Wild Mammals,2-3 days
A732939,8,Austin,Stray,Injured,Dog,Intact Male,544,Terrier Dog Breed,Bi color,9,2,Neutered Male,572,0.0,0.15552099533437014,Unhealthy,Sterilized,Not Wild Mammals,more than 3 days
A671994,2,Austin,Stray,Normal,Dog,Spayed Female,4018,Retriever Dog Breed,Gold series,2,2,Spayed Female,4018,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A766107,2,Manor,Stray,Normal,Cat,Intact Male,215,Domestic Cat Breed,Pattern,2,7,Intact Male,219,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A674993,3,Austin,Owner Surrender,Normal,Cat,Intact Female,120,Shorthair Cat Breed,Pattern,3,11,Spayed Female,122,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A671926,2,Austin,Owner Surrender,Normal,Cat,Intact Male,291,Domestic Cat Breed,Black,2,4,Neutered Male,295,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A769194,4,Austin,Stray,Normal,Dog,Intact Female,178,Terrier Dog Breed,Bi color,4,10,Spayed Female,185,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A674561,3,Austin,Stray,Normal,Dog,Intact Male,546,Terrier Dog Breed,Bi color,10,9,Neutered Male,772,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A731116,7,Austin,Owner Surrender,Normal,Dog,Intact Male,110,Terrier Dog Breed,Bi color,7,4,Intact Male,111,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A673835,3,Travis,Owner Surrender,Normal,Cat,Intact Female,730,Domestic Cat Breed,Blue series,3,3,Intact Female,730,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A662043,5,Travis,Public Assist,Normal,Dog,Spayed Female,2455,Terrier Dog Breed,Bi color,6,8,Spayed Female,2468,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A679049,5,Austin,Public Assist,Normal,Dog,Neutered Male,2317,Retriever Dog Breed,Gold series,5,1,Neutered Male,2323,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A787559,1,Austin,Stray,Normal,Dog,Intact Female,130,Toy Breed,Brown series,1,9,Spayed Female,137,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A705138,6,Austin,Stray,Normal,Cat,Intact Female,61,Domestic Cat Breed,Pattern,6,4,Spayed Female,78,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A708666,7,Austin,Stray,Normal,Cat,Neutered Male,2556,Shorthair Cat Breed,Blue series,7,7,Neutered Male,2556,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A710988,8,Austin,Stray,Normal,Cat,Unknown,730,Domestic Cat Breed,Black,9,8,Unknown,731,0.0,0.38314176245210724,Healthy,Unknown,Not Wild Mammals,0-1 days
A722606,3,Travis,Public Assist,Normal,Bird,Intact Male,366,Chicken,Red series,5,3,Intact Male,411,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A678825,5,Travis,Stray,Normal,Cat,Intact Male,37,Domestic Cat Breed,Pattern,7,4,Neutered Male,97,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A702237,5,Austin,Stray,Normal,Dog,Intact Male,733,Toy Breed,White,5,5,Neutered Male,737,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A677746,4,Austin,Stray,Normal,Dog,Intact Male,1461,Toy Breed,White,5,4,Neutered Male,1467,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A688878,10,Austin,Owner Surrender,Normal,Cat,Neutered Male,62,Domestic Cat Breed,Pattern,10,7,Neutered Male,64,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A640235,7,Austin,Public Assist,Normal,Dog,Spayed Female,1461,Toy Breed,White,7,7,Spayed Female,1463,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A738751,11,Austin,Stray,Normal,Cat,Intact Female,366,Domestic Cat Breed,Pattern,11,11,Spayed Female,367,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A767839,3,Austin,Owner Surrender,Normal,Dog,Intact Female,273,Herding Dog Breed,Bi color,3,6,Spayed Female,283,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A699897,4,Austin,Stray,Normal,Cat,Intact Female,730,Domestic Cat Breed,Pattern,4,4,Intact Female,741,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A687437,9,Pflugerville,Stray,Normal,Cat,Intact Male,31,Domestic Cat Breed,Black,10,8,Neutered Male,70,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A694406,12,Austin,Stray,Normal,Dog,Intact Female,1461,Terrier Dog Breed,Bi color,1,12,Intact Female,1466,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A812783,1,Austin,Stray,Normal,Dog,Intact Female,730,Toy Breed,White,1,1,Intact Female,731,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A751495,6,Austin,Stray,Normal,Dog,Intact Female,72,Hound Dong Breed,Pattern,6,3,Spayed Female,76,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A737952,11,Austin,Stray,Sick,Cat,Intact Female,92,Domestic Cat Breed,Pattern,11,8,Intact Female,93,0.0,0.38314176245210724,Unhealthy,Intact,Not Wild Mammals,0-1 days
A743002,2,Austin,Owner Surrender,Normal,Dog,Neutered Male,550,Hound Dong Breed,Bi color,2,8,Neutered Male,552,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A790568,3,Austin,Owner Surrender,Sick,Dog,Intact Female,90,Toy Breed,Black,3,12,Intact Female,90,0.0,0.38314176245210724,Unhealthy,Intact,Not Wild Mammals,0-1 days
A742190,1,Austin,Wildlife,Normal,Other,Unknown,366,Bat,Bi color,1,1,Unknown,366,1.0,0.38314176245210724,Healthy,Unknown,Wild Mammals,0-1 days
A709611,8,Austin,Stray,Normal,Dog,Intact Female,49,Working Dog Breed,Pattern,8,6,Intact Female,59,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A726808,5,Austin,Stray,Normal,Dog,Spayed Female,731,Toy Breed,Bi color,5,5,Spayed Female,736,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A732994,10,Austin,Stray,Normal,Cat,Intact Female,898,Domestic Cat Breed,Blue series,10,5,Intact Female,900,0.0,1.1363636363636365,Healthy,Intact,Not Wild Mammals,2-3 days
A781566,10,Austin,Stray,Normal,Cat,Intact Male,273,Domestic Cat Breed,Pattern,10,1,Intact Male,276,0.0,1.1363636363636365,Healthy,Intact,Not Wild Mammals,2-3 days
A786564,12,Austin,Stray,Normal,Dog,Intact Female,730,Working Dog Breed,White,1,12,Spayed Female,745,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A772224,5,Austin,Stray,Normal,Cat,Intact Male,61,Domestic Cat Breed,Black,5,3,Neutered Male,70,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A758229,9,Del Valle,Stray,Nursing,Dog,Intact Female,1,Retriever Dog Breed,Brown series,11,9,Spayed Female,77,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A737537,10,Austin,Stray,Normal,Dog,Intact Male,335,Terrier Dog Breed,Bi color,11,12,Neutered Male,346,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A678881,5,Austin,Stray,Injured,Dog,Intact Male,546,Herding Dog Breed,Bi color,7,11,Neutered Male,607,0.0,0.15552099533437014,Unhealthy,Sterilized,Not Wild Mammals,more than 3 days
